villain,movie,line_number,dialogue,direction,word_count
Hans Gruber,Die Hard,727,"You can make our lives very easy, Mr. Takagi.",,9
Hans Gruber,Die Hard,736,"You wouldn't lie to me, would you?",(calmly),7
Hans Gruber,Die Hard,756,"And I believe you, Mr. Takagi???Now, believe me. We didn't need the code??? and I'm going to kill you anyway. He cocks the gun then hesitates, moves the barrel upward off his suit.",,33
Hans Gruber,Die Hard,759,"Too nice a suit to ruin??? j	ae moves the barrel up Takagi's neck, seemingly searching for I	just the right spot. He pauses below Takagi's jaw, next to his jugular and snuggles the barrel gently into the niche? .Takagi looks around he room. Hans moves the barrel from the over Takagi's adam's apple and Exec locks eyes with Hans.",,60
Hans Gruber,Die Hard,771,"I know???but you probably should be. 66 HALLWAY - ON MCCLANE - SAME	66 He presses his eye to the crack in the door just in time to see Hans pull the trigger. In the tiny room it sounds like Hiroshima. The blast knocks Takagi backwards onto his butt, a gaping hole in his throat. He remains seated upriqht for an instant, stunned, before Hans steps up and puts another bullet in his chest. 67 CLOSE ON MCCLANE	67 He is stunned and moves back from the door holding his breath. His gun bumps against the paneling. 68 ON HANS - TAKAGI'S OFFICE	68 He looks up at the sound.",,110
Hans Gruber,Die Hard,779,What's that?,,2
Patrick Bateman,Die Hard,798,"Jesus, Williams, what're you doing down there?",(whispers),7
Hans Gruber,Die Hard,816,How long?,,2
Patrick Bateman,Die Hard,823,"Why the fuck didn't you stop him? (beat) Because, you ignorant sonofabitch, you'd be dead, too. Think???think, goddamnitl Suddenly he looks up at the ceiling and sees a sprinkler head. His look drops to the wall and focuses on a small red fire alarm switch by the door.",,48
Patrick Bateman,Die Hard,837,"C'mon, baby???c'mon.",,2
Hans Gruber,Die Hard,841,"(calmly, to Heinz on CB) Use the portable phone. Call 911, give them your badge number and cancel the alarm?? then disable the system. He ponders the problem of Mcclane, looks across at Tony, and presses the talk button again.",,40
Hans Gruber,Die Hard,848,"Heinz? What floor did the alarm go off? 79 37TH FLOOR - SAME	79 McClane stands silhouetted against the window. In the distance he can see another fire truck swing off Santa Monica onto Avenue of the Stars. Suddenly the red light on the first truck goes out, then on the second. Mcclane watches in disbelief. The trucks sJow and turn down separate side streets, heading for home.",,68
Patrick Bateman,Die Hard,853,No ??? Just then the elevator bell rings and we HEAR the ELEVATOR DOORS OPEN. A figure (Tony) slips into the shadows -- his machine gun drawn. We MOVE WITH HIM from the elevator area until he reaches the light switch and throws it illuminating the entire floor. Mcclane is gone.,(realizing),51
Patrick Bateman,Die Hard,892,Save that energy. Tony slowly turns around and sees McClane's detective badge pinned to his shirt.,,16
Patrick Bateman,Die Hard,895,Put down your gun. Tony doesn't. Mcclane cocks his Beretta. Tony watches him calmly.,,14
Patrick Bateman,Die Hard,900,Why not?,,2
Patrick Bateman,Die Hard,904,"Try me. Tony spins to the side and Mcclane fires, hitting him in the arm, but the big man's momentum slams Mcclane into a filing cabinet and sends his pistol into the hall. Tony reaches for his machine gun, but Mcclane kicks him into the desk. He locks his arms around the big man's neck in a hold that sends Tony reeling into the hall. Mcclane holds on as they slam into the glass door of a fire hose cabinet shattering the glass. They ca een across the hall into the stairwell door, opening it, and crash. .in.to:",,98
Patrick Bateman,Die Hard,916,"A zillion terrorists in the building and I kill the one with feet smaller than my sister. He yanks off the boots and tosses them on Tony's lap, then pushes buttons for the 33rd and 32nd floors. He slings Tony's kit bag over his shoulder along with the dead man's machine gun. A wooden desk ruler protrudes from McClane's back pocket. The elevator doors close and the car starts down. After it's dropped only half a floor, Mcclane forces the doors open with his fingers -- stopping the car between floors. Using the ruler he blocks open the inside doors, then opens the outside doors of the floor above (34th) with his fingers and pulls himself up onto the carpeted floor, then up onto the roof of the car. Once on the roof of the car he reaches over the edge and removes the ruler, closing the inside doors and setting the car in motion again.",,156
Hans Gruber,Die Hard,923,'Now I have a machine gun.',,6
Hans Gruber,Die Hard,931,would you do this to someone if you had a gun?,,11
Hans Gruber,Die Hard,937,"Yes???we have to tell Karl his brother is dead. Tell him to come down. As Fritz calls Karl on his CB, Hans looks at Franco.",,25
Hans Gruber,Die Hard,940,"Franco, take the body upstairs out of sight. I want these people kept calm for as long as possible. Corne back down the stairs and check each floor???I want to see the person who did this.",,36
Patrick Bateman,Die Hard,954,Jesus??? He moves cautiously around a corner and we SEE a metal ladder leading up to a door marked PUMP ROOM. Opening the door Mcclane enters a dar ened:,,29
Patrick Bateman,Die Hard,998,"Mayday, Mayday, tell police terrorists have seized the Nakatomi building --",,11
Hans Gruber,Die Hard,1015,The roof.,,2
Patrick Bateman,Die Hard,1066,"???and they have cut all the phone and emergency communication lines. That's all the information I have, now. Over. 102 He releases the talk button. There is a pause and then his radio crackles to life again with the Supervisor's voice.",,41
Patrick Bateman,Die Hard,1075,"I	(?to the radio) Then send them, goddamnit! hell 'you people want -- a engrave. d invitation!?",,17
Patrick Bateman,Die Hard,1203,Whew?.?for a moment there I was worried. He turns out his lighter and starts crawling.,(dryly),15
Hans Gruber,Die Hard,1352,(his usual calm) Heinz? 148,,5
Patrick Bateman,Die Hard,1381,It's about time. He lifts one of the big chairs and swings it at the window. The tempered glass whitens on the first blow.,,24
Patrick Bateman,Die Hard,1400,Drop it.,,2
Patrick Bateman,Die Hard,1474,"Oh, man, don't even think about it. He looks over his shoulder at the body of Marco.",,17
Patrick Bateman,Die Hard,1531,"Welcome to the party, boys. We've been missing you.",,9
Hans Gruber,Die Hard,1565,"Congratulations, Mr. Barefoot man on bringing reinforcements even if they can't help you.",,13
Patrick Bateman,Die Hard,1572,"We'll see about that, buddy; He turns off his radio and turns a corner when a door in front of him suddenly swings open and Theo stands unarmed in the doorway. Mcclane seems only a hairbreadth from firing but the sight of the clean-cut man, not unlike a junior executive, causes him to suddenly lower his gun.","(to Hans, CB)",57
Patrick Bateman,Die Hard,1576,"Jesus..?You nearly gave me a fucking heart attack. Theo, realizing Mcclane doesn't suspect him of being one of the group, suddenly grins.",,22
Patrick Bateman,Die Hard,1584,"Hey, I ain't the cavalry, fella. C'mon we've got to keep moving. He pushes Theo ahead of him and they move down the hall.",,24
Patrick Bateman,Die Hard,1618,"That's okay, you got him. You the guy in the car",(to CB),11
Patrick Bateman,Die Hard,1643,"Not now. Let me tell you what I can quickly, because I might have to get out of here fast. These guys mean business. Besides the peashooters they went after you with they've also got anti-tank weapons and surface to air missles.",,42
Patrick Bateman,Die Hard,1650,"Don't know but I've killed three, including the one who fell out of Santa's sleigh.",,15
Patrick Bateman,Die Hard,1655,"The leader goes by the name, Hans. He's locked down the elevators. Also, I haven't found one of them yet who didn't carry a radio so you can bet they're monitoring this call. Channel twenty-six seems to be their inter-office number but they move it around and it's in German, so get someone who speaks it to give you a play by play.",,63
Patrick Bateman,Die Hard,1660,We've gotten pretty intimate waiting on you guys to get here.,,11
Patrick Bateman,Die Hard,1664,'Partner' suits me fine.,,4
Patrick Bateman,Die Hard,1678,"They're all yours, Al. Good luck. Mcclane turns off his CB and sits against the wall. Theo slumps against the wall opposite Mcclane, beneath a roster of offices and names for the floor.",,33
Patrick Bateman,Die Hard,1688,Just something I don't want broadcast everywhere.,,7
Patrick Bateman,Die Hard,1697,"You're a smart guy. Theo grins, and ties his shoe.",,10
Patrick Bateman,Die Hard,1700,It's McClane???John Mcclane. Theo extends a hand across the corridor.,,10
Patrick Bateman,Die Hard,1706,This usual for you to be working on Christmas Eve?,,10
Patrick Bateman,Die Hard,1817,Plastic explosives. Like those in the hall.,,7
Patrick Bateman,Die Hard,1828,"That's sharp thinking, Bill. He places a couple of packets next to the Walther and hurriedly opens the second bag.",,20
Patrick Bateman,Die Hard,1847,Leverage. C'mon let's get out of here. He starts for the door. Theo watches him for a moment then brings up the Beretta aiming it right at McClane's face and cocks it.,,32
Patrick Bateman,Die Hard,1857,"Why wire the top floors, Bill?",(CONTINUED),6
Patrick Bateman,Die Hard,1880,"Theo looks back challengingly, Mcclane recognizes the look.",,8
Patrick Bateman,Die Hard,1885,"And don't tell me I won't do it. But Theo breaks for the pistol and Mcclane levels him with a burst from the machine gun. For a moment he just looks at the dead terrorist, then retrieves his Browning and exchanges magazines.",,42
Patrick Bateman,Die Hard,1906,There's a new development. They've got high explosives up here. Plastics.,,11
Patrick Bateman,Die Hard,1912,"Think of it like this then, they've got enough stuff up here to turn this place into Century Canyon??. i 191 ON ROBINSON I Listening with everyone else.",,28
Patrick Bateman,Die Hard,1929,.??on the other hand I've got the detonators.,,8
Patrick Bateman,Die Hard,1943,"I have..?until they catch me. Also, chalk up another one dead.",,11
Hans Gruber,Die Hard,1979,I'm calling to.offer you a truce. Put the detonators on an elevator and retreat to a aafe place and we won't bother you anymore. I give you my word.,,29
Patrick Bateman,Die Hard,1982,"Let's see, is that the same word you gave Rivers before you shot him?",,14
Patrick Bateman,Die Hard,1988,"Who?.?you mean, Karl? Hey, Karl, come on up and I'll tell you just how it felt to break his brother's neck. He hears Karl let out a yell and Hans' radio goes dead. Mcclane lets out a breath and leans back. The tough guy act is difficult. He waits and his radio comes back with Hans.",,56
Patrick Bateman,Die Hard,2007,196 You'll get over it.,,5
Hans Gruber,Die Hard,2040,You have a very cavalier attitude for someone who probably has a loved one on this very floor.,(o.s.),18
Patrick Bateman,Die Hard,2044,"You got the wrong guy, fella. I was just up here fixing the cigarette machines when you came barging in.",,20
Hans Gruber,Die Hard,2049,A vending machine repairman who breaks peoplets necks?,,8
Patrick Bateman,Die Hard,2051,It's a tough business.,,4
Hans Gruber,Die Hard,2053,And it will get tougher. I promise.,,7
Patrick Bateman,Die Hard,2086,"Well, it's a big building, Hans. Lotsa luck, fella. POLICE TRAILER - SAME Robinson turns quickly to his radio operator.",,20
Hans Gruber,Die Hard,2117,"Everyone is fine, Mr. Robinson.",,5
Hans Gruber,Die Hard,2127,199,(chuckles),1
Hans Gruber,Die Hard,2195,Find him and the detonators..?? Karl leaves and Hans watches from the doorway. Suddenly he notices Holly staring at him from her place on the floor. She holds his look boldly. i	HOLLY I	Why don't you want to talk to them?,,42
Hans Gruber,Die Hard,2201,The police? Why should I?,,5
Hans Gruber,Die Hard,2205,I have many worries..?but 'getting away' is not one of them.,,11
Hans Gruber,Die Hard,2210,You seem to know a good deal about what the police might do.,"(to Holly, beat)",13
Hans Gruber,Die Hard,2215,"Do you have children? Holly doens't answer, but Hans knows by har reaction, the answer is ""yes"".",,17
Hans Gruber,Die Hard,2231,201,,1
Patrick Bateman,Die Hard,2517,I'm hanging in there. Is that coffee I smell?,(to Powell),9
Patrick Bateman,Die Hard,2525,Just say I've been there. What's happening down there?,,9
Patrick Bateman,Die Hard,2529,And you're not invited to it?,,6
Patrick Bateman,Die Hard,2533,"Funny, I figured you for the street, Al, the way you drove that car. The compliment stirs some buried pride i? Powell.",,22
Patrick Bateman,Die Hard,2619,I watch a lot of TV. What can I  say??? ? 220,,12
Patrick Bateman,Die Hard,2629,"Hey, Al..?if I could tell you who I was, I'd tell you. You're just going to have to trust me. It's an appeal and the words effect Powell, he answers quietly, like a promise.",,34
Patrick Bateman,Die Hard,2679,He hears a noise across the room -- like a lamp being 222,,13
Patrick Bateman,Die Hard,2754,Al?,(o.s.),1
Hans Gruber,Die Hard,2798,The child is about to touch the stove.,,8
Patrick Bateman,Die Hard,2830,No ???,(to himself),2
Hans Gruber,Die Hard,2870,They're sending in the car.,,5
Patrick Bateman,Die Hard,2877,"Al, what's happening out there?",,5
Patrick Bateman,Die Hard,2882,That's what they want.,,4
Patrick Bateman,Die Hard,2924,"Hans, you motherfucker, you've made your point. Let them pull back!",,11
